,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
158,62,Giovanni Abagnale,M,21.0,198.0,90.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Bronze
197,91,Emanuele Abate,M,27.0,190.0,80.0,Italy,ITA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,
198,92,Ignazio Abate,M,21.0,180.0,73.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,
214,103,Silvano Abba,M,25.0,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
218,106,Agostino Abbagnale,M,22.0,188.0,96.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Quadruple Sculls,Gold
219,106,Agostino Abbagnale,M,29.0,188.0,96.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Double Sculls,Gold
220,106,Agostino Abbagnale,M,34.0,188.0,96.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Gold
221,107,Carmine Abbagnale,M,22.0,182.0,90.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Gold
222,107,Carmine Abbagnale,M,26.0,182.0,90.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,Gold
223,107,Carmine Abbagnale,M,30.0,182.0,90.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,Silver
224,107,Carmine Abbagnale,M,34.0,182.0,90.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,
225,108,Giuseppe Abbagnale,M,20.0,187.0,97.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Pairs,
226,108,Giuseppe Abbagnale,M,25.0,187.0,97.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Gold
227,108,Giuseppe Abbagnale,M,29.0,187.0,97.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,Gold
228,108,Giuseppe Abbagnale,M,33.0,187.0,97.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,Silver
260,132,Simona Abbate,F,28.0,171.0,64.0,Italy,ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,
262,134,Christian Abbiati,M,23.0,192.0,90.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
264,136,Alessandro Abbio,M,29.0,195.0,85.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,
265,137,Giordano Giulio Abbondati,M,15.0,175.0,64.0,Italy,ITA,1964 Winter,1964,Winter,Innsbruck,Figure Skating,Figure Skating Men's Singles,
266,137,Giordano Giulio Abbondati,M,19.0,175.0,64.0,Italy,ITA,1968 Winter,1968,Winter,Grenoble,Figure Skating,Figure Skating Men's Singles,
744,427,Pasqualino Abeti,M,24.0,173.0,66.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,
1128,631,Ezio Acchini,M,26.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,
1129,632,Mario Acchini,M,33.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,
1149,635,Alfredo Accorsi,M,27.0,,,Italy,ITA,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,
1158,643,Marco Acerbi,M,23.0,190.0,74.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,
1296,729,Robert Acquafresca,M,20.0,184.0,70.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,
1400,791,Luigi Adami,M,47.0,,,Italy,ITA,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
1642,912,Beatrice Adelizzi,F,19.0,175.0,67.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,
2016,1114,Luca Agamennoni,M,24.0,187.0,93.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Bronze
2017,1114,Luca Agamennoni,M,27.0,187.0,93.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver
2018,1114,Luca Agamennoni,M,31.0,187.0,93.0,Italy,ITA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,
2019,1114,Luca Agamennoni,M,35.0,187.0,93.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,
2039,1127,Giancarlo Agazzi,M,23.0,178.0,73.0,Italy,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,
2040,1127,Giancarlo Agazzi,M,31.0,178.0,73.0,Italy,ITA,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,
2097,1168,Umberto Agliorini,M,,,,Italy,ITA,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,
2120,1175,Claudio Agnisetta,M,20.0,165.0,64.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
2121,1176,Nemo Agodi,M,20.0,,,Italy,ITA,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,
2132,1183,Dante Agostini,M,28.0,173.0,68.0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",
2144,1192,Carlo Agostoni Faini,M,19.0,170.0,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Gold
2145,1192,Carlo Agostoni Faini,M,23.0,170.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Individual",Bronze
2146,1192,Carlo Agostoni Faini,M,23.0,170.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Silver
2147,1192,Carlo Agostoni Faini,M,39.0,170.0,,Italy,ITA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Individual",
2148,1192,Carlo Agostoni Faini,M,39.0,170.0,,Italy,ITA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",Silver
2157,1200,Debora Agreiter,F,22.0,166.0,52.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,
2158,1200,Debora Agreiter,F,22.0,166.0,52.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,
2185,1221,"Taismary ""Tai"" Agero Leiva (-Botteghi)",F,31.0,175.0,70.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
2615,1466,Matteo Aicardi,M,26.0,192.0,102.0,Italy,ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver
2616,1466,Matteo Aicardi,M,30.0,192.0,102.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
2635,1478,Rosaria Aiello,F,27.0,172.0,74.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
2636,1479,Pasquale Aiese,M,22.0,176.0,76.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxless Pairs,
2675,1490,Clelia Ailara,F,28.0,169.0,61.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,
2676,1491,Alessandro Aimar,M,25.0,178.0,68.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,
2677,1491,Alessandro Aimar,M,29.0,178.0,68.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
2683,1496,Giacomo Aimoni,M,24.0,170.0,72.0,Italy,ITA,1964 Winter,1964,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
2684,1496,Giacomo Aimoni,M,24.0,170.0,72.0,Italy,ITA,1964 Winter,1964,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
2685,1496,Giacomo Aimoni,M,28.0,170.0,72.0,Italy,ITA,1968 Winter,1968,Winter,Grenoble,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
2686,1496,Giacomo Aimoni,M,28.0,170.0,72.0,Italy,ITA,1968 Winter,1968,Winter,Grenoble,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
2707,1508,Enrico Airoldi,M,24.0,,,Italy-2,ITA,1948 Winter,1948,Winter,Sankt Moritz,Bobsleigh,Bobsleigh Men's Four,
2708,1509,Remo Airoldi,M,26.0,,,Italy-2,ITA,1948 Winter,1948,Winter,Sankt Moritz,Bobsleigh,Bobsleigh Men's Four,
3855,2223,Edoardo Alaimo,M,,,,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Foil, Individual",
3856,2223,Edoardo Alaimo,M,,,,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Individual",
3857,2223,Edoardo Alaimo,M,,,,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Team",
3957,2290,"Antonio ""Toni"" Albanese",M,30.0,176.0,76.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's epee, Team",
3965,2295,Fabio Albarelli,M,25.0,179.0,80.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed One Person Dinghy,Bronze
3966,2295,Fabio Albarelli,M,33.0,179.0,80.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Three Person Keelboat,
3967,2296,Marco Albarello,M,27.0,187.0,84.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
3968,2296,Marco Albarello,M,27.0,187.0,84.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
3969,2296,Marco Albarello,M,31.0,187.0,84.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Silver
3970,2296,Marco Albarello,M,31.0,187.0,84.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
3971,2296,Marco Albarello,M,31.0,187.0,84.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,
3972,2296,Marco Albarello,M,31.0,187.0,84.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
3973,2296,Marco Albarello,M,33.0,187.0,84.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Bronze
3974,2296,Marco Albarello,M,33.0,187.0,84.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,
3975,2296,Marco Albarello,M,33.0,187.0,84.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
3976,2296,Marco Albarello,M,37.0,187.0,84.0,Italy,ITA,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,
3977,2296,Marco Albarello,M,37.0,187.0,84.0,Italy,ITA,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
3978,2296,Marco Albarello,M,37.0,187.0,84.0,Italy,ITA,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
4008,2312,Aldo Luciano Albera,M,29.0,170.0,67.0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",
4009,2313,Alberto Alberani Samaritani,M,21.0,192.0,82.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Water Polo,Water Polo Men's Water Polo,
4010,2313,Alberto Alberani Samaritani,M,25.0,192.0,82.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,
4011,2313,Alberto Alberani Samaritani,M,29.0,192.0,82.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Silver
4012,2313,Alberto Alberani Samaritani,M,33.0,192.0,82.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,
4051,2336,Angela Alberti,F,23.0,163.0,55.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,
4052,2336,Angela Alberti,F,23.0,163.0,55.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Team All-Around,
4053,2336,Angela Alberti,F,23.0,163.0,55.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Floor Exercise,
4054,2336,Angela Alberti,F,23.0,163.0,55.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,
4055,2336,Angela Alberti,F,23.0,163.0,55.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Uneven Bars,
4056,2336,Angela Alberti,F,23.0,163.0,55.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,
4057,2337,Bruno Alberti,M,25.0,174.0,75.0,Italy,ITA,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Downhill,
4058,2337,Bruno Alberti,M,25.0,174.0,75.0,Italy,ITA,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
4059,2337,Bruno Alberti,M,25.0,174.0,75.0,Italy,ITA,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Slalom,
4060,2337,Bruno Alberti,M,29.0,174.0,75.0,Italy,ITA,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Downhill,
4063,2339,Demetrio Albertini,M,20.0,,,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
4064,2340,Mario Albertini,M,,,,Italy,ITA,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,
4065,2340,Mario Albertini,M,,,,Italy,ITA,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's One Mile Freestyle,
4070,2344,Reno Luigi Alberton,M,19.0,,,Italy,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,
4086,2355,Abramo Albini,M,20.0,180.0,83.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxless Fours,Bronze
4087,2355,Abramo Albini,M,24.0,180.0,83.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxless Fours,
4195,2407,Ernesto Alciati,M,22.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Marathon,
4252,2433,Giovanna Aldegani,F,19.0,170.0,80.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,
4253,2433,Giovanna Aldegani,F,19.0,170.0,80.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Team,
4454,2544,Mario Alesini,M,28.0,190.0,89.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,
4466,2549,Gaspare Alessandri,M,24.0,170.0,,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Featherweight,
4602,2620,Luciano Cesare Alfieri,M,24.0,176.0,72.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,
4609,2627,"Giovanni Battista ""Gianbattista"" Alfonsetti",M,22.0,176.0,80.0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Heavyweight,
4636,2642,Erica Alfridi,F,32.0,168.0,52.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 20 kilometres Walk,
4640,2646,Pietro Algeri,M,21.0,180.0,69.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
4641,2647,Vittorio Algeri,M,23.0,174.0,68.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Road Race, Individual",
4770,2725,Giuseppe Aliberti,M,23.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,
4954,2824,Agnese Allegrini,F,26.0,162.0,57.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Women's Singles,
4955,2824,Agnese Allegrini,F,30.0,162.0,57.0,Italy,ITA,2012 Summer,2012,Summer,London,Badminton,Badminton Women's Singles,
5085,2898,Vittorio Allievi,M,21.0,165.0,65.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,
5086,2898,Vittorio Allievi,M,21.0,165.0,65.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Floor Exercise,
5087,2898,Vittorio Allievi,M,21.0,165.0,65.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,
5088,2898,Vittorio Allievi,M,21.0,165.0,65.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,
5089,2898,Vittorio Allievi,M,21.0,165.0,65.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horizontal Bar,
5090,2898,Vittorio Allievi,M,21.0,165.0,65.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Rings,
5091,2898,Vittorio Allievi,M,21.0,165.0,65.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Pommelled Horse,
5092,2898,Vittorio Allievi,M,25.0,165.0,65.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,
5093,2898,Vittorio Allievi,M,25.0,165.0,65.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,
5094,2898,Vittorio Allievi,M,25.0,165.0,65.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
5095,2898,Vittorio Allievi,M,25.0,165.0,65.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,
5096,2898,Vittorio Allievi,M,25.0,165.0,65.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,
5097,2898,Vittorio Allievi,M,25.0,165.0,65.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,
5098,2898,Vittorio Allievi,M,25.0,165.0,65.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,
5099,2898,Vittorio Allievi,M,25.0,165.0,65.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,
5128,2917,Antonio Allocchio,M,31.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",Gold
5129,2918,Stefano Luigi Allocchio,M,22.0,185.0,70.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's Points Race,
5130,2919,Audrey Alloh,F,21.0,170.0,55.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,
5132,2921,Fernando Alloni,M,22.0,,,Italy,ITA,1948 Winter,1948,Winter,Sankt Moritz,Speed Skating,"Speed Skating Men's 5,000 metres",
5148,2930,Carmela Allucci,F,34.0,167.0,60.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
5320,3014,Dante Aloisi,M,,,,Roma,ITA,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,
5324,3018,Ottorino Aloisio,M,26.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",
5325,3018,Ottorino Aloisio,M,26.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",
5493,3102,"Fernando ""Nando"" Altimani",M,18.0,177.0,70.0,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 10 kilometres Walk,Bronze
5693,3208,Albino Alver,M,28.0,,,Italy,ITA,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Slalom,
5694,3209,Eleonora Alver,F,23.0,169.0,61.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,
5695,3210,Fabio Alver,M,46.0,181.0,76.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Curling,Curling Men's Curling,
5696,3211,Giorgio Alver,M,32.0,180.0,84.0,Italy-1,ITA,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Two,
5697,3211,Giorgio Alver,M,32.0,180.0,84.0,Italy-1,ITA,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Four,
5698,3212,Isidoro Alver,M,18.0,,,Italy,ITA,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,
5699,3213,Michele Alver,M,22.0,,,Italy-2,ITA,1952 Winter,1952,Winter,Oslo,Bobsleigh,Bobsleigh Men's Four,
5700,3214,Renzo Alver,M,23.0,178.0,83.0,Italy-2,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Two,Silver
5701,3214,Renzo Alver,M,23.0,178.0,83.0,Italy-2,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Four,Silver
5702,3215,Silvio Alver,M,26.0,,,Italy,ITA,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Men's Downhill,
5703,3215,Silvio Alver,M,26.0,,,Italy,ITA,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Men's Slalom,
5704,3215,Silvio Alver,M,26.0,,,Italy,ITA,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Men's Combined,
5705,3215,Silvio Alver,M,30.0,,,Italy,ITA,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Downhill,
5706,3215,Silvio Alver,M,30.0,,,Italy,ITA,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
5707,3215,Silvio Alver,M,30.0,,,Italy,ITA,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Slalom,
5724,3231,Alessandro Alvisi,M,33.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Jumping, Team",Bronze
5725,3231,Alessandro Alvisi,M,37.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Jumping, Individual",
5726,3231,Alessandro Alvisi,M,37.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Jumping, Team",
5727,3231,Alessandro Alvisi,M,37.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
5728,3231,Alessandro Alvisi,M,37.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
5799,3264,Roberto Amadio,M,21.0,188.0,78.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
5869,3308,Catello Amarante,M,21.0,177.0,73.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,
5870,3308,Catello Amarante,M,24.0,177.0,73.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
5871,3308,Catello Amarante,M,28.0,177.0,73.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,
5922,3327,Antonio Amato,M,22.0,,,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,
5923,3328,Elena Amato,F,16.0,165.0,50.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
5965,3353,Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,
5966,3353,Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Floor Exercise,
5967,3353,Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,
5968,3353,Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,
5969,3353,Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horizontal Bar,
5970,3353,Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Rings,
5971,3353,Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Pommelled Horse,
5976,3356,Amedeo Ambron,M,21.0,174.0,77.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Gold
5987,3362,Bianca Ambrosetti,F,14.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Silver
5989,3364,Giampaolo Ambrosi,M,23.0,174.0,72.0,Italy,ITA,1964 Winter,1964,Winter,Innsbruck,Luge,Luge Men's Singles,
5990,3364,Giampaolo Ambrosi,M,23.0,174.0,72.0,Italy-2,ITA,1964 Winter,1964,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,
